Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_avg_coupling_size,cond_mean_diff_avg_coupling_size,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
113,AvoidNestedBlocks,131.0,24166.0,753.0,7985.0,33035.0,0.74,0.25,0.03,0.15,-0.4,0.02,0.03,0.01,0.74,-0.01,-0.02,0.8,0.18,0.0,,26,12823,48,9631,22528,0.57,0.43,0.0,0.35,-0.18,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.03,0.0,,113.2012699356293,-82.31008896201608,False,0.5807526267633798,0.06000000000000005,756,46,4195,144953,4320,107412,260880,0.57,0.43,0.03,0.49,0.15,0.04,0.03,0.04,0.57,0.01,-0.0,0.98,0.21,0.0,,89,41.0,12741.0,172.0,3580.0,16534.0,0.77,0.22,0.01,0.19,-0.12,0.01,0.01,0.01,0.77,-0.0,-0.01,0.76,0.1,0.0,,128,0.0,5127.0,12.0,3297.0,8436.0,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.02,0.0,,94,90.0,6298.0,569.0,1108.0,8065.0,0.79,0.15,0.08,0.14,-0.08,0.08,0.08,0.05,0.79,-0.0,-0.07,0.61,0.41,0.0,
114,AnonInnerLength,330.0,23011.0,1908.0,7786.0,33035.0,0.71,0.25,0.07,0.15,-0.4,0.04,0.08,0.03,0.72,-0.02,-0.06,0.8,0.36,0.0,,121,12644,227,9536,22528,0.57,0.43,0.02,0.35,-0.19,0.01,0.02,0.01,0.57,-0.0,-0.01,0.99,0.12,0.0,,125.57576517700363,-69.93559372064176,False,0.18645568811973384,0.08999999999999997,2012,210,5088,143311,5962,106519,260880,0.57,0.43,0.04,0.46,0.08,0.05,0.04,0.04,0.57,0.0,-0.01,0.98,0.25,0.0,,109,126.0,12300.0,613.0,3495.0,16534.0,0.75,0.22,0.04,0.17,-0.22,0.03,0.05,0.03,0.76,-0.01,-0.04,0.76,0.26,0.0,,110,4.0,5122.0,17.0,3293.0,8436.0,0.61,0.39,0.0,0.19,-0.51,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.03,0.0,,96,200.0,5589.0,1278.0,998.0,8065.0,0.72,0.15,0.18,0.14,-0.09,0.17,0.19,0.08,0.72,-0.01,-0.16,0.61,0.69,0.0,
115,ClassMemberImpliedModifier,328.0,22991.0,1928.0,7788.0,33035.0,0.71,0.25,0.07,0.15,-0.41,0.04,0.08,0.03,0.72,-0.02,-0.06,0.8,0.36,0.0,,47,12807,64,9610,22528,0.57,0.43,0.0,0.42,-0.01,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.04,0.0,,106.77134722139736,-88.74001167624802,False,0.7404934756014749,0.040000000000000036,1847,78,4191,144614,4659,107416,260880,0.57,0.43,0.03,0.47,0.11,0.04,0.03,0.04,0.57,0.01,-0.0,0.98,0.21,0.0,,103,153.0,12189.0,724.0,3468.0,16534.0,0.75,0.22,0.05,0.17,-0.2,0.04,0.06,0.04,0.75,-0.01,-0.04,0.76,0.3,0.0,,37,36.0,5094.0,45.0,3261.0,8436.0,0.61,0.39,0.01,0.44,0.14,0.01,0.01,0.01,0.61,0.0,-0.0,0.97,0.08,0.0,,119,139.0,5708.0,1159.0,1059.0,8065.0,0.72,0.15,0.16,0.11,-0.28,0.12,0.17,0.06,0.74,-0.02,-0.15,0.61,0.64,0.0,
116,SuperClone,12.0,24848.0,71.0,8104.0,33035.0,0.75,0.25,0.0,0.14,-0.41,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.03,0.0,,3,12854,17,9654,22528,0.57,0.43,0.0,0.15,-0.65,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,,114.53628684598571,-80.97507205165967,False,0.012091954042029052,0.2,78,20,375,148689,584,111232,260880,0.57,0.43,0.0,0.39,-0.09,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.04,0.0,,129,5.0,12879.0,34.0,3616.0,16534.0,0.78,0.22,0.0,0.13,-0.41,0.0,0.0,0.0,0.78,-0.0,-0.0,0.76,0.02,0.0,,0,1.0,5139.0,0.0,3296.0,8436.0,0.61,0.39,0.0,1.0,1.56,0.0,0.0,0.0,0.61,0.0,0.0,0.97,0.0,0.0,,90,6.0,6830.0,37.0,1192.0,8065.0,0.85,0.15,0.01,0.14,-0.06,0.01,0.01,0.0,0.85,-0.0,-0.0,0.61,0.05,0.0,
117,ClassFanOutComplexity,1332.0,17053.0,7866.0,6784.0,33035.0,0.56,0.25,0.28,0.14,-0.41,0.16,0.32,0.08,0.61,-0.09,-0.26,0.8,0.85,0.02,,100,12744,127,9557,22528,0.57,0.43,0.01,0.44,0.03,0.01,0.01,0.01,0.57,0.0,-0.0,0.99,0.08,0.0,,156.8644227332754,-38.646936164369976,False,0.8074315660729745,0.020000000000000014,8361,200,10254,137233,12040,101353,260880,0.57,0.43,0.09,0.46,0.08,0.09,0.08,0.08,0.56,0.01,-0.01,0.98,0.42,0.0,,118,496.0,10088.0,2825.0,3125.0,16534.0,0.64,0.22,0.2,0.15,-0.32,0.14,0.22,0.08,0.67,-0.04,-0.18,0.76,0.72,0.01,,114,2.0,5127.0,12.0,3295.0,8436.0,0.61,0.39,0.0,0.14,-0.63,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.02,0.0,,86,834.0,1838.0,5029.0,364.0,8065.0,0.33,0.15,0.73,0.14,-0.04,0.7,0.73,0.13,0.34,-0.03,-0.61,0.61,0.85,0.0,
118,MethodCount,88.0,24389.0,530.0,8028.0,33035.0,0.74,0.25,0.02,0.14,-0.42,0.01,0.02,0.01,0.74,-0.01,-0.02,0.8,0.13,0.0,,9,12862,9,9648,22528,0.57,0.43,0.0,0.5,0.17,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.01,0.0,,134.02851898653265,-61.48283991111274,False,0.3554959728167467,0.030000000000000027,622,16,1334,147363,1910,110273,260880,0.57,0.43,0.01,0.41,-0.04,0.01,0.01,0.01,0.57,-0.0,-0.0,0.98,0.1,0.0,,141,0.0,12902.0,11.0,3621.0,16534.0,0.78,0.22,0.0,0.0,-1.0,0.0,0.0,0.0,0.78,-0.0,-0.0,0.76,0.01,0.0,,143,0.0,5139.0,0.0,3297.0,8436.0,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,0.0,0.0,0.97,0.0,0.0,,78,88.0,6348.0,519.0,1110.0,8065.0,0.8,0.15,0.08,0.14,-0.02,0.07,0.08,0.05,0.8,-0.0,-0.06,0.61,0.39,0.0,
119,ClassDataAbstractionCoupling,887.0,19528.0,5391.0,7229.0,33035.0,0.62,0.25,0.19,0.14,-0.42,0.11,0.22,0.07,0.66,-0.06,-0.18,0.8,0.7,0.01,,100,12713,158,9557,22528,0.57,0.43,0.01,0.39,-0.1,0.01,0.01,0.01,0.57,-0.0,-0.0,0.99,0.09,0.0,,152.8650160112519,-42.64634288639345,False,0.2270697427029375,0.040000000000000036,5739,255,8669,139098,10175,102938,260880,0.57,0.43,0.07,0.46,0.08,0.08,0.07,0.07,0.56,0.01,-0.01,0.98,0.37,0.0,,123,268.0,11308.0,1605.0,3353.0,16534.0,0.7,0.22,0.11,0.14,-0.35,0.07,0.12,0.05,0.72,-0.02,-0.1,0.76,0.51,0.0,,119,3.0,5112.0,27.0,3294.0,8436.0,0.61,0.39,0.0,0.1,-0.74,0.0,0.01,0.0,0.61,-0.0,-0.0,0.97,0.03,0.0,,89,616.0,3108.0,3759.0,582.0,8065.0,0.46,0.15,0.54,0.14,-0.05,0.51,0.55,0.12,0.47,-0.02,-0.46,0.61,0.99,0.0,
120,EqualsHashCode,19.0,24805.0,114.0,8097.0,33035.0,0.75,0.25,0.0,0.14,-0.42,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.04,0.0,,71,12864,7,9586,22528,0.57,0.43,0.0,0.91,1.12,0.01,0.0,0.01,0.57,0.01,0.0,0.99,0.03,0.0,,321.1708621666798,125.65950326903442,False,0.02870061175912528,0.14,130,22,475,148969,304,111132,260880,0.57,0.43,0.0,0.61,0.43,0.0,0.0,0.0,0.57,0.0,0.0,0.98,0.03,0.0,,137,3.0,12871.0,42.0,3618.0,16534.0,0.78,0.22,0.0,0.07,-0.7,0.0,0.0,0.0,0.78,-0.0,-0.0,0.76,0.03,0.0,,150,0.0,5132.0,7.0,3297.0,8436.0,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.01,0.0,,13,16.0,6802.0,65.0,1182.0,8065.0,0.85,0.15,0.01,0.2,0.33,0.01,0.01,0.01,0.84,0.0,-0.01,0.61,0.08,0.0,
121,EmptyForInitializerPad,2.0,24907.0,12.0,8114.0,33035.0,0.75,0.25,0.0,0.14,-0.42,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.01,0.0,,1,12869,2,9656,22528,0.57,0.43,0.0,0.33,-0.22,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,,181.8170052170052,-13.694353680640203,False,0.01510955890918564,0.4300000000000001,4,3,23,149234,39,111584,260880,0.57,0.43,0.0,0.37,-0.13,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.0,0.0,,30,1.0,12910.0,3.0,3620.0,16534.0,0.78,0.22,0.0,0.25,0.14,0.0,0.0,0.0,0.78,0.0,-0.0,0.76,0.0,0.0,,133,0.0,5139.0,0.0,3297.0,8436.0,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,0.0,0.0,0.97,0.0,0.0,,124,1.0,6858.0,9.0,1197.0,8065.0,0.85,0.15,0.0,0.1,-0.33,0.0,0.0,0.0,0.85,-0.0,-0.0,0.61,0.01,0.0,
122,NestedForDepth,109.0,24253.0,666.0,8007.0,33035.0,0.74,0.25,0.02,0.14,-0.43,0.01,0.03,0.01,0.74,-0.01,-0.02,0.8,0.16,0.0,,23,12819,52,9634,22528,0.57,0.43,0.0,0.31,-0.28,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.03,0.0,,129.4891444151809,-66.02221448246448,False,0.06494780111142948,0.07999999999999996,579,53,1734,147081,2192,109873,260880,0.57,0.43,0.02,0.44,0.03,0.02,0.01,0.02,0.57,0.0,-0.0,0.98,0.11,0.0,,104,33.0,12756.0,157.0,3588.0,16534.0,0.77,0.22,0.01,0.17,-0.21,0.01,0.01,0.01,0.77,-0.0,-0.01,0.76,0.09,0.0,,83,1.0,5137.0,2.0,3296.0,8436.0,0.61,0.39,0.0,0.33,-0.15,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.0,0.0,,103,75.0,6360.0,507.0,1123.0,8065.0,0.8,0.15,0.07,0.13,-0.13,0.06,0.07,0.04,0.8,-0.0,-0.06,0.61,0.37,0.0,
123,AvoidStaticImport,989.0,18831.0,6088.0,7127.0,33035.0,0.6,0.25,0.21,0.14,-0.43,0.12,0.24,0.07,0.65,-0.07,-0.2,0.8,0.75,0.01,,218,12549,322,9439,22528,0.57,0.43,0.02,0.4,-0.06,0.02,0.03,0.02,0.57,-0.0,-0.01,0.99,0.16,0.0,,120.67823273509872,-74.83312616254665,False,0.11407074368249352,0.040000000000000036,4910,220,8596,140435,8838,103011,260880,0.57,0.43,0.07,0.49,0.15,0.08,0.06,0.07,0.56,0.02,-0.0,0.98,0.35,0.0,,116,539.0,9860.0,3053.0,3082.0,16534.0,0.63,0.22,0.22,0.15,-0.31,0.15,0.24,0.08,0.66,-0.05,-0.19,0.76,0.76,0.01,,98,217.0,4515.0,624.0,3080.0,8436.0,0.56,0.39,0.1,0.26,-0.34,0.07,0.12,0.06,0.59,-0.05,-0.08,0.97,0.47,0.01,,131,233.0,4456.0,2411.0,965.0,8065.0,0.58,0.15,0.33,0.09,-0.41,0.19,0.35,0.06,0.62,-0.06,-0.32,0.61,0.91,0.01,
124,NoWhitespaceBefore,149.0,23981.0,938.0,7967.0,33035.0,0.73,0.25,0.03,0.14,-0.44,0.02,0.04,0.02,0.74,-0.01,-0.03,0.8,0.21,0.0,,171,12700,171,9486,22528,0.57,0.43,0.02,0.5,0.17,0.02,0.01,0.02,0.57,0.0,0.0,0.99,0.11,0.0,,173.99207092555923,-21.51928797208612,False,0.03838935065050491,0.18999999999999995,918,216,1859,147217,2056,109748,260880,0.57,0.43,0.02,0.47,0.11,0.02,0.01,0.02,0.57,0.0,-0.0,0.98,0.11,0.0,,77,69.0,12650.0,263.0,3552.0,16534.0,0.77,0.22,0.02,0.21,-0.05,0.02,0.02,0.02,0.77,-0.0,-0.02,0.76,0.14,0.0,,94,13.0,5110.0,29.0,3284.0,8436.0,0.61,0.39,0.0,0.31,-0.21,0.0,0.01,0.0,0.61,-0.0,-0.0,0.97,0.05,0.0,,126,67.0,6221.0,646.0,1131.0,8065.0,0.78,0.15,0.09,0.09,-0.37,0.06,0.09,0.04,0.79,-0.01,-0.08,0.61,0.43,0.0,
125,JavadocType,114.0,24204.0,715.0,8002.0,33035.0,0.74,0.25,0.03,0.14,-0.44,0.01,0.03,0.01,0.74,-0.01,-0.02,0.8,0.17,0.0,,13,12847,24,9644,22528,0.57,0.43,0.0,0.35,-0.18,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.02,0.0,,113.28053736374666,-82.23082153389872,False,0.02616085565414151,0.06000000000000005,473,30,1757,143016,6257,109850,260880,0.55,0.43,0.03,0.22,-0.49,0.02,0.04,0.01,0.57,-0.02,-0.03,0.98,0.2,0.0,,121,61.0,12557.0,356.0,3560.0,16534.0,0.76,0.22,0.03,0.15,-0.33,0.02,0.03,0.02,0.77,-0.0,-0.02,0.76,0.17,0.0,,96,25.0,5072.0,67.0,3272.0,8436.0,0.6,0.39,0.01,0.27,-0.3,0.01,0.01,0.01,0.61,-0.0,-0.01,0.97,0.09,0.0,,129,28.0,6575.0,292.0,1170.0,8065.0,0.82,0.15,0.04,0.09,-0.41,0.02,0.04,0.02,0.82,-0.01,-0.04,0.61,0.24,0.0,
126,SuperFinalize,2.0,24906.0,13.0,8114.0,33035.0,0.75,0.25,0.0,0.13,-0.46,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.01,0.0,,2,12871,0,9655,22528,0.57,0.43,0.0,1.0,1.33,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,,102.1230252065736,-93.38833369107178,False,0.036086203113642135,0.06000000000000005,15,1,8,149245,28,111599,260880,0.57,0.43,0.0,0.22,-0.48,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.0,0.0,,31,1.0,12910.0,3.0,3620.0,16534.0,0.78,0.22,0.0,0.25,0.14,0.0,0.0,0.0,0.78,0.0,-0.0,0.76,0.0,0.0,,149,0.0,5138.0,1.0,3297.0,8436.0,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.0,0.0,,125,1.0,6858.0,9.0,1197.0,8065.0,0.85,0.15,0.0,0.1,-0.33,0.0,0.0,0.0,0.85,-0.0,-0.0,0.61,0.01,0.0,
127,ParameterNumber,323.0,22738.0,2181.0,7793.0,33035.0,0.7,0.25,0.08,0.13,-0.47,0.04,0.09,0.03,0.72,-0.02,-0.07,0.8,0.39,0.0,,53,12746,125,9604,22528,0.57,0.43,0.01,0.3,-0.31,0.01,0.01,0.01,0.57,-0.0,-0.01,0.99,0.07,0.0,,129.05975084373458,-66.45160805391083,False,0.0874238877554528,0.05000000000000005,2151,122,3719,145292,3981,107888,260880,0.57,0.43,0.03,0.48,0.13,0.03,0.03,0.03,0.57,0.01,-0.0,0.98,0.19,0.0,,117,151.0,12049.0,864.0,3470.0,16534.0,0.74,0.22,0.06,0.15,-0.32,0.04,0.07,0.03,0.75,-0.01,-0.06,0.76,0.33,0.0,,101,24.0,5065.0,74.0,3273.0,8436.0,0.6,0.39,0.01,0.24,-0.37,0.01,0.01,0.01,0.61,-0.01,-0.01,0.97,0.09,0.0,,120,148.0,5624.0,1243.0,1050.0,8065.0,0.72,0.15,0.17,0.11,-0.28,0.12,0.18,0.06,0.73,-0.02,-0.16,0.61,0.66,0.0,
128,InnerAssignment,136.0,23995.0,924.0,7980.0,33035.0,0.73,0.25,0.03,0.13,-0.48,0.02,0.04,0.02,0.74,-0.01,-0.03,0.8,0.2,0.0,,31,12817,54,9626,22528,0.57,0.43,0.0,0.36,-0.15,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.04,0.0,,108.7566122112406,-86.75474668640476,False,0.11586953706161,0.06000000000000005,905,55,5881,142908,6365,105726,260880,0.57,0.43,0.05,0.48,0.12,0.05,0.04,0.05,0.57,0.01,-0.0,0.98,0.27,0.0,,127,35.0,12690.0,223.0,3586.0,16534.0,0.77,0.22,0.02,0.14,-0.38,0.01,0.02,0.01,0.77,-0.0,-0.01,0.76,0.12,0.0,,121,1.0,5123.0,16.0,3296.0,8436.0,0.61,0.39,0.0,0.06,-0.85,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.02,0.0,,104,100.0,6182.0,685.0,1098.0,8065.0,0.78,0.15,0.1,0.13,-0.14,0.08,0.1,0.05,0.78,-0.01,-0.09,0.61,0.46,0.0,
129,DefaultComesLast,12.0,24835.0,84.0,8104.0,33035.0,0.75,0.25,0.0,0.12,-0.49,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.03,0.0,,0,12868,3,9657,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,,115.85804537532788,-79.65331352231749,False,0.03068982610394488,0.020000000000000014,63,1,1643,148168,1105,109964,260880,0.57,0.43,0.01,0.6,0.4,0.01,0.01,0.01,0.57,0.01,0.0,0.98,0.08,0.0,,13,5.0,12902.0,11.0,3616.0,16534.0,0.78,0.22,0.0,0.31,0.43,0.0,0.0,0.0,0.78,0.0,-0.0,0.76,0.01,0.0,,135,0.0,5139.0,0.0,3297.0,8436.0,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,0.0,0.0,0.97,0.0,0.0,,130,7.0,6794.0,73.0,1191.0,8065.0,0.84,0.15,0.01,0.09,-0.41,0.01,0.01,0.01,0.84,-0.0,-0.01,0.61,0.08,0.0,
130,InterfaceTypeParameterName,5.0,24884.0,35.0,8111.0,33035.0,0.75,0.25,0.0,0.12,-0.49,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.01,0.0,,1,12870,1,9656,22528,0.57,0.43,0.0,0.5,0.17,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,,95.21965677082164,-100.29170212682374,False,0.0045972682532185,0.040000000000000036,23,1,10,149198,75,111597,260880,0.57,0.43,0.0,0.12,-0.73,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.0,0.0,,136,1.0,12901.0,12.0,3620.0,16534.0,0.78,0.22,0.0,0.08,-0.65,0.0,0.0,0.0,0.78,-0.0,-0.0,0.76,0.01,0.0,,95,3.0,5132.0,7.0,3294.0,8436.0,0.61,0.39,0.0,0.3,-0.23,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.01,0.0,,140,1.0,6851.0,16.0,1197.0,8065.0,0.85,0.15,0.0,0.06,-0.6,0.0,0.0,0.0,0.85,-0.0,-0.0,0.61,0.02,0.0,
131,NoClone,22.0,24757.0,162.0,8094.0,33035.0,0.75,0.25,0.01,0.12,-0.51,0.0,0.01,0.0,0.75,-0.0,-0.01,0.8,0.05,0.0,,6,12863,8,9651,22528,0.57,0.43,0.0,0.43,-0.0,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,,209.17146448566186,13.660105588016451,False,0.7677465470874713,0.06999999999999995,153,12,1504,147810,1463,110103,260880,0.57,0.43,0.01,0.51,0.18,0.01,0.01,0.01,0.57,0.0,0.0,0.98,0.09,0.0,,131,8.0,12855.0,58.0,3613.0,16534.0,0.78,0.22,0.0,0.12,-0.45,0.0,0.0,0.0,0.78,-0.0,-0.0,0.76,0.04,0.0,,49,2.0,5136.0,3.0,3295.0,8436.0,0.61,0.39,0.0,0.4,0.02,0.0,0.0,0.0,0.61,0.0,-0.0,0.97,0.01,0.0,,122,12.0,6766.0,101.0,1186.0,8065.0,0.84,0.15,0.01,0.11,-0.29,0.01,0.01,0.01,0.84,-0.0,-0.01,0.61,0.11,0.0,
132,FinalClass,192.0,23475.0,1444.0,7924.0,33035.0,0.72,0.25,0.05,0.12,-0.52,0.02,0.06,0.02,0.73,-0.02,-0.05,0.8,0.28,0.0,,41,12812,59,9616,22528,0.57,0.43,0.0,0.41,-0.04,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.04,0.0,,99.98067851799016,-95.53068037965521,False,0.04979650642993279,0.06000000000000005,1132,78,4169,146039,3234,107438,260880,0.58,0.43,0.03,0.56,0.32,0.04,0.02,0.04,0.57,0.01,0.01,0.98,0.19,0.0,,132,77.0,12227.0,686.0,3544.0,16534.0,0.74,0.22,0.05,0.1,-0.54,0.02,0.05,0.02,0.76,-0.01,-0.05,0.76,0.27,0.0,,105,32.0,5030.0,109.0,3265.0,8436.0,0.6,0.39,0.02,0.23,-0.42,0.01,0.02,0.01,0.61,-0.01,-0.01,0.97,0.12,0.0,,116,83.0,6218.0,649.0,1115.0,8065.0,0.78,0.15,0.09,0.11,-0.24,0.07,0.09,0.04,0.79,-0.01,-0.08,0.61,0.44,0.0,
133,AvoidEscapedUnicodeCharacters,25.0,24729.0,190.0,8091.0,33035.0,0.75,0.25,0.01,0.12,-0.53,0.0,0.01,0.0,0.75,-0.0,-0.01,0.8,0.06,0.0,,6,12856,15,9651,22528,0.57,0.43,0.0,0.29,-0.33,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,,96.02093221118022,-99.49042668646514,False,0.03792723577649944,0.05000000000000005,216,11,1332,147479,1794,110275,260880,0.57,0.43,0.01,0.43,-0.0,0.01,0.01,0.01,0.57,-0.0,-0.0,0.98,0.09,0.0,,100,11.0,12863.0,50.0,3610.0,16534.0,0.78,0.22,0.0,0.18,-0.18,0.0,0.0,0.0,0.78,-0.0,-0.0,0.76,0.04,0.0,,25,2.0,5137.0,2.0,3295.0,8436.0,0.61,0.39,0.0,0.5,0.28,0.0,0.0,0.0,0.61,0.0,0.0,0.97,0.01,0.0,,135,12.0,6729.0,138.0,1186.0,8065.0,0.84,0.15,0.02,0.08,-0.46,0.01,0.02,0.01,0.84,-0.0,-0.02,0.61,0.13,0.0,
134,PackageDeclaration,11.0,24834.0,85.0,8105.0,33035.0,0.75,0.25,0.0,0.11,-0.53,0.0,0.0,0.0,0.75,-0.0,-0.0,0.8,0.03,0.0,,11,12871,0,9646,22528,0.57,0.43,0.0,1.0,1.33,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.01,0.0,,144.85184328045455,-50.659515617190856,False,0.003032920476441598,0.31000000000000005,25,11,1,149089,184,111606,260880,0.57,0.43,0.0,0.01,-0.99,0.0,0.0,0.0,0.57,-0.0,-0.0,0.98,0.01,0.0,,126,9.0,12856.0,57.0,3612.0,16534.0,0.78,0.22,0.0,0.14,-0.38,0.0,0.0,0.0,0.78,-0.0,-0.0,0.76,0.04,0.0,,117,1.0,5132.0,7.0,3296.0,8436.0,0.61,0.39,0.0,0.12,-0.68,0.0,0.0,0.0,0.61,-0.0,-0.0,0.97,0.01,0.0,,142,1.0,6846.0,21.0,1197.0,8065.0,0.85,0.15,0.0,0.05,-0.69,0.0,0.0,0.0,0.85,-0.0,-0.0,0.61,0.03,0.0,
135,FileLength,91.0,24206.0,713.0,8025.0,33035.0,0.74,0.25,0.02,0.11,-0.54,0.01,0.03,0.01,0.74,-0.01,-0.02,0.8,0.17,0.0,,8,12861,10,9649,22528,0.57,0.43,0.0,0.44,0.04,0.0,0.0,0.0,0.57,0.0,-0.0,0.99,0.01,0.0,,105.85441139188605,-89.65694750575933,False,0.443836830531701,0.020000000000000014,862,17,1764,146137,3136,109843,260880,0.57,0.43,0.02,0.36,-0.16,0.02,0.02,0.02,0.57,-0.0,-0.01,0.98,0.13,0.0,,140,0.0,12913.0,0.0,3621.0,16534.0,0.78,0.22,0.0,0.0,-1.0,0.0,0.0,0.0,0.78,0.0,0.0,0.76,0.0,0.0,,122,0.0,5139.0,0.0,3297.0,8436.0,0.61,0.39,0.0,0.0,-1.0,0.0,0.0,0.0,0.61,0.0,0.0,0.97,0.0,0.0,,117,91.0,6154.0,713.0,1107.0,8065.0,0.77,0.15,0.1,0.11,-0.24,0.08,0.1,0.05,0.78,-0.01,-0.09,0.61,0.47,0.0,
