Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_prev_touch_ago,cond_mean_diff_prev_touch_ago,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
48,MemberName,346.0,23629.0,1147.0,7913.0,33035.0,0.73,0.25,0.05,0.23,-0.07,0.04,0.05,0.04,0.73,-0.0,-0.03,0.81,0.27,0.0,,51,13391,69,9017,22528,0.6,0.4,0.01,0.42,0.06,0.01,0.01,0.01,0.6,0.0,-0.0,0.97,0.05,0.0,,34938.2931996428,-1879.490160682355,False,0.7180993889204137,0.06000000000000005,1071,70,6020,130658,7264,116938,260880,0.52,0.47,0.05,0.45,-0.04,0.05,0.05,0.05,0.53,-0.0,-0.01,1.0,0.29,0.0,,65,167.0,11795.0,450.0,4122.0,16534.0,0.72,0.26,0.04,0.27,0.04,0.04,0.04,0.04,0.72,0.0,-0.02,0.83,0.23,0.0,,20,37.0,5676.0,30.0,2693.0,8436.0,0.68,0.32,0.01,0.55,0.71,0.01,0.01,0.01,0.67,0.01,0.0,0.91,0.07,0.0,,29,142.0,6158.0,667.0,1098.0,8065.0,0.78,0.15,0.1,0.18,0.14,0.11,0.1,0.07,0.78,0.01,-0.08,0.62,0.47,0.0,
49,ModifierOrder,495.0,23132.0,1644.0,7764.0,33035.0,0.72,0.25,0.06,0.23,-0.07,0.06,0.07,0.05,0.72,-0.0,-0.05,0.81,0.35,0.0,,98,13352,108,8970,22528,0.6,0.4,0.01,0.48,0.18,0.01,0.01,0.01,0.6,0.0,-0.0,0.97,0.08,0.0,,34365.498285418114,-2452.285074907042,False,0.05719572149715814,0.08999999999999997,1438,146,3089,133544,4378,119869,260880,0.52,0.47,0.03,0.41,-0.12,0.03,0.03,0.02,0.53,-0.01,-0.01,1.0,0.19,0.0,,34,282.0,11609.0,636.0,4007.0,16534.0,0.72,0.26,0.06,0.31,0.18,0.07,0.05,0.06,0.71,0.01,-0.03,0.83,0.31,0.0,,99,50.0,5570.0,136.0,2680.0,8436.0,0.67,0.32,0.02,0.27,-0.17,0.02,0.02,0.02,0.67,-0.0,-0.02,0.91,0.15,0.0,,50,163.0,5953.0,872.0,1077.0,8065.0,0.76,0.15,0.13,0.16,0.02,0.13,0.13,0.08,0.76,0.0,-0.1,0.62,0.55,0.0,
50,ImportOrder,5893.0,5152.0,19624.0,2366.0,33035.0,0.33,0.25,0.77,0.23,-0.08,0.71,0.79,0.21,0.36,-0.08,-0.55,0.81,0.77,0.0,,874,12348,1112,8194,22528,0.59,0.4,0.09,0.44,0.09,0.1,0.08,0.09,0.58,0.01,-0.02,0.97,0.43,0.0,,35377.284556012615,-1440.4988043125338,False,0.11626449616770886,0.030000000000000027,18051,544,13305,110882,27040,109653,260880,0.48,0.47,0.15,0.33,-0.3,0.11,0.2,0.09,0.52,-0.08,-0.1,1.0,0.62,0.01,,105,3364.0,2024.0,10221.0,925.0,16534.0,0.33,0.26,0.82,0.25,-0.05,0.78,0.83,0.23,0.35,-0.06,-0.56,0.83,0.68,0.0,,88,1426.0,2383.0,3323.0,1304.0,8436.0,0.45,0.32,0.56,0.3,-0.07,0.52,0.58,0.24,0.48,-0.05,-0.33,0.91,0.99,0.0,,59,1103.0,745.0,6080.0,137.0,8065.0,0.23,0.15,0.89,0.15,-0.0,0.89,0.89,0.15,0.23,-0.0,-0.73,0.62,0.5,0.0,
51,JavadocPackage,1234.0,20659.0,4117.0,7025.0,33035.0,0.66,0.25,0.16,0.23,-0.08,0.15,0.17,0.1,0.67,-0.01,-0.12,0.81,0.64,0.0,,111,13289,171,8957,22528,0.59,0.4,0.01,0.39,-0.02,0.01,0.01,0.01,0.6,-0.0,-0.0,0.97,0.1,0.0,,34587.990841545354,-2229.792518779803,False,-0.027666017782257742,0.07999999999999996,3293,282,8371,126470,11452,114587,260880,0.52,0.47,0.08,0.42,-0.1,0.07,0.08,0.06,0.52,-0.01,-0.02,1.0,0.39,0.0,,115,639.0,10130.0,2115.0,3650.0,16534.0,0.65,0.26,0.17,0.23,-0.11,0.15,0.17,0.1,0.66,-0.01,-0.12,0.83,0.65,0.0,,94,483.0,4522.0,1184.0,2247.0,8436.0,0.59,0.32,0.2,0.29,-0.1,0.18,0.21,0.12,0.61,-0.02,-0.12,0.91,0.72,0.0,,127,112.0,6007.0,818.0,1128.0,8065.0,0.76,0.15,0.12,0.12,-0.22,0.09,0.12,0.05,0.77,-0.01,-0.1,0.62,0.52,0.0,
52,HiddenField,3472.0,13092.0,11684.0,4787.0,33035.0,0.5,0.25,0.46,0.23,-0.08,0.42,0.47,0.17,0.52,-0.04,-0.33,0.81,1.0,0.0,,449,12795,665,8619,22528,0.59,0.4,0.05,0.4,0.0,0.05,0.05,0.05,0.59,0.0,-0.02,0.97,0.28,0.0,,35250.447111488254,-1567.3362488369019,False,0.15917858467411022,0.030000000000000027,10740,280,15260,117144,20778,107698,260880,0.51,0.47,0.14,0.42,-0.1,0.12,0.15,0.11,0.52,-0.03,-0.04,1.0,0.58,0.0,,71,2048.0,6517.0,5728.0,2241.0,16534.0,0.52,0.26,0.47,0.26,0.02,0.48,0.47,0.2,0.51,0.01,-0.3,0.83,1.0,0.0,,90,686.0,4097.0,1609.0,2044.0,8436.0,0.57,0.32,0.27,0.3,-0.08,0.25,0.28,0.16,0.58,-0.02,-0.16,0.91,0.84,0.0,,90,738.0,2478.0,4347.0,502.0,8065.0,0.4,0.15,0.63,0.15,-0.06,0.6,0.64,0.13,0.41,-0.03,-0.53,0.62,0.95,0.0,
53,NoWhitespaceBefore,248.0,23937.0,839.0,8011.0,33035.0,0.73,0.25,0.03,0.23,-0.09,0.03,0.03,0.03,0.73,-0.0,-0.02,0.81,0.21,0.0,,104,13222,238,8964,22528,0.59,0.4,0.02,0.3,-0.24,0.01,0.02,0.01,0.59,-0.01,-0.01,0.97,0.11,0.0,,36405.36348077054,-412.41987955461815,False,0.03838935065050491,0.23,936,286,1637,135644,2278,121321,260880,0.53,0.47,0.02,0.42,-0.11,0.01,0.02,0.01,0.53,-0.0,-0.0,1.0,0.11,0.0,,16,116.0,12029.0,216.0,4173.0,16534.0,0.73,0.26,0.02,0.35,0.35,0.03,0.02,0.03,0.73,0.0,-0.01,0.83,0.14,0.0,,68,14.0,5678.0,28.0,2716.0,8436.0,0.67,0.32,0.0,0.33,0.03,0.01,0.0,0.01,0.67,0.0,-0.0,0.91,0.05,0.0,,35,118.0,6230.0,595.0,1122.0,8065.0,0.79,0.15,0.09,0.17,0.08,0.1,0.09,0.06,0.79,0.0,-0.07,0.62,0.43,0.0,
54,FinalLocalVariable,5166.0,7338.0,17438.0,3093.0,33035.0,0.38,0.25,0.68,0.23,-0.09,0.63,0.7,0.2,0.41,-0.07,-0.5,0.81,0.9,0.0,,912,12334,1126,8156,22528,0.59,0.4,0.09,0.45,0.11,0.1,0.08,0.09,0.58,0.01,-0.02,0.97,0.44,0.0,,35065.132116504574,-1752.6512438205898,False,0.7071209984738939,0.010000000000000007,16451,180,6972,127956,9966,115986,260880,0.52,0.47,0.06,0.41,-0.13,0.06,0.07,0.05,0.52,-0.01,-0.02,1.0,0.35,0.0,,94,3156.0,2875.0,9370.0,1133.0,16534.0,0.36,0.26,0.76,0.25,-0.03,0.74,0.77,0.23,0.38,-0.03,-0.51,0.83,0.8,0.0,,85,889.0,3756.0,1950.0,1841.0,8436.0,0.55,0.32,0.34,0.31,-0.03,0.33,0.34,0.19,0.56,-0.01,-0.19,0.91,0.92,0.0,,56,1121.0,707.0,6118.0,119.0,8065.0,0.23,0.15,0.9,0.15,0.01,0.9,0.9,0.15,0.22,0.01,-0.73,0.62,0.48,0.0,
55,MissingJavadocType,3529.0,12668.0,12108.0,4730.0,33035.0,0.49,0.25,0.47,0.23,-0.1,0.43,0.49,0.17,0.51,-0.04,-0.35,0.81,1.0,0.0,,151,13225,235,8917,22528,0.59,0.4,0.02,0.39,-0.03,0.02,0.02,0.02,0.59,-0.0,-0.01,0.97,0.13,0.0,,34713.176340409096,-2104.6070199160604,False,0.34731741106510805,0.020000000000000014,9837,242,6192,130559,7363,116766,260880,0.52,0.47,0.05,0.46,-0.03,0.05,0.05,0.05,0.53,-0.0,-0.01,1.0,0.29,0.0,,119,1771.0,6205.0,6040.0,2518.0,16534.0,0.48,0.26,0.47,0.23,-0.13,0.41,0.49,0.17,0.51,-0.06,-0.35,0.83,1.0,0.0,,92,1267.0,2643.0,3063.0,1463.0,8436.0,0.46,0.32,0.51,0.29,-0.1,0.46,0.54,0.22,0.5,-0.06,-0.31,0.91,1.0,0.0,,104,491.0,3820.0,3005.0,749.0,8065.0,0.53,0.15,0.43,0.14,-0.09,0.4,0.44,0.12,0.55,-0.02,-0.37,0.62,0.99,0.0,
56,JavadocStyle,2051.0,17696.0,7080.0,6208.0,33035.0,0.6,0.25,0.28,0.22,-0.1,0.25,0.29,0.13,0.61,-0.02,-0.2,0.81,0.85,0.0,,210,13141,319,8858,22528,0.59,0.4,0.02,0.4,-0.01,0.02,0.02,0.02,0.59,-0.0,-0.01,0.97,0.16,0.0,,35987.77170661717,-830.0116537079884,False,0.6717958353158313,0.020000000000000014,7120,180,7593,129012,8910,115365,260880,0.52,0.47,0.06,0.46,-0.02,0.06,0.06,0.06,0.53,-0.0,-0.01,1.0,0.34,0.0,,101,1019.0,9173.0,3072.0,3270.0,16534.0,0.62,0.26,0.25,0.25,-0.04,0.24,0.25,0.14,0.62,-0.01,-0.17,0.83,0.81,0.0,,60,521.0,4808.0,898.0,2209.0,8436.0,0.63,0.32,0.17,0.37,0.13,0.19,0.16,0.14,0.62,0.02,-0.07,0.91,0.65,0.0,,99,511.0,3715.0,3110.0,729.0,8065.0,0.52,0.15,0.45,0.14,-0.08,0.41,0.46,0.12,0.54,-0.02,-0.38,0.62,0.99,0.0,
57,SummaryJavadoc,2807.0,15125.0,9651.0,5452.0,33035.0,0.54,0.25,0.38,0.23,-0.1,0.34,0.39,0.16,0.56,-0.03,-0.28,0.81,0.96,0.0,,281,13041,419,8787,22528,0.59,0.4,0.03,0.4,-0.0,0.03,0.03,0.03,0.59,-0.0,-0.01,0.97,0.2,0.0,,35375.180896173864,-1442.6024641512852,False,0.6216150369114319,0.030000000000000027,9387,247,8578,128464,9458,114380,260880,0.53,0.47,0.07,0.48,0.01,0.07,0.07,0.06,0.52,0.0,-0.01,1.0,0.36,0.0,,82,1484.0,7923.0,4322.0,2805.0,16534.0,0.57,0.26,0.35,0.26,-0.01,0.35,0.35,0.17,0.57,-0.0,-0.23,0.83,0.94,0.0,,75,656.0,4328.0,1378.0,2074.0,8436.0,0.59,0.32,0.24,0.32,-0.0,0.24,0.24,0.16,0.59,-0.0,-0.13,0.91,0.8,0.0,,91,667.0,2874.0,3951.0,573.0,8065.0,0.44,0.15,0.57,0.14,-0.06,0.54,0.58,0.13,0.45,-0.02,-0.48,0.62,0.98,0.0,
58,RightCurly,883.0,21700.0,3076.0,7376.0,33035.0,0.68,0.25,0.12,0.22,-0.11,0.11,0.12,0.08,0.69,-0.01,-0.09,0.81,0.53,0.0,,252,13061,399,8816,22528,0.59,0.4,0.03,0.39,-0.04,0.03,0.03,0.03,0.59,-0.0,-0.01,0.97,0.19,0.0,,35197.27675835165,-1620.5066019735025,False,0.21246108340556072,0.09999999999999998,2956,313,2514,131831,6091,120444,260880,0.51,0.47,0.03,0.29,-0.38,0.02,0.04,0.02,0.53,-0.02,-0.03,1.0,0.21,0.0,,55,493.0,10939.0,1306.0,3796.0,16534.0,0.69,0.26,0.11,0.27,0.06,0.11,0.11,0.09,0.69,0.0,-0.07,0.83,0.5,0.0,,55,42.0,5638.0,68.0,2688.0,8436.0,0.67,0.32,0.01,0.38,0.18,0.02,0.01,0.02,0.67,0.0,-0.0,0.91,0.1,0.0,,31,348.0,5123.0,1702.0,892.0,8065.0,0.68,0.15,0.25,0.17,0.1,0.28,0.25,0.12,0.67,0.01,-0.2,0.62,0.82,0.0,
59,AbstractClassName,470.0,23127.0,1649.0,7789.0,33035.0,0.71,0.25,0.06,0.22,-0.11,0.06,0.07,0.05,0.72,-0.01,-0.05,0.81,0.34,0.0,,35,13417,43,9033,22528,0.6,0.4,0.0,0.45,0.11,0.0,0.0,0.0,0.6,0.0,-0.0,0.97,0.03,0.0,,34366.83722672892,-2450.946133596233,False,0.04251504939169385,0.030000000000000027,1520,42,5215,132419,5503,117743,260880,0.53,0.47,0.04,0.49,0.03,0.04,0.04,0.04,0.53,0.0,-0.0,1.0,0.25,0.0,,90,241.0,11535.0,710.0,4048.0,16534.0,0.71,0.26,0.06,0.25,-0.02,0.06,0.06,0.05,0.71,-0.0,-0.04,0.83,0.32,0.0,,96,99.0,5457.0,249.0,2631.0,8436.0,0.66,0.32,0.04,0.28,-0.12,0.04,0.04,0.03,0.66,-0.0,-0.03,0.91,0.25,0.0,,46,130.0,6135.0,690.0,1110.0,8065.0,0.78,0.15,0.1,0.16,0.03,0.1,0.1,0.07,0.78,0.0,-0.08,0.62,0.47,0.0,
60,WriteTag,4021.0,10681.0,14095.0,4238.0,33035.0,0.45,0.25,0.55,0.22,-0.11,0.49,0.57,0.18,0.48,-0.06,-0.41,0.81,0.99,0.0,,209,13107,353,8859,22528,0.59,0.4,0.02,0.37,-0.08,0.02,0.03,0.02,0.59,-0.0,-0.01,0.97,0.17,0.0,,34433.557671119,-2384.225689206156,False,0.3292940083179429,0.020000000000000014,11688,261,5350,130343,7579,117608,260880,0.52,0.47,0.05,0.41,-0.12,0.04,0.05,0.04,0.53,-0.01,-0.02,1.0,0.28,0.0,,116,2019.0,5422.0,6823.0,2270.0,16534.0,0.45,0.26,0.53,0.23,-0.12,0.47,0.56,0.18,0.48,-0.07,-0.39,0.83,1.0,0.0,,93,1339.0,2452.0,3254.0,1391.0,8436.0,0.45,0.32,0.54,0.29,-0.1,0.49,0.57,0.22,0.48,-0.07,-0.34,0.91,0.99,0.0,,98,663.0,2807.0,4018.0,577.0,8065.0,0.43,0.15,0.58,0.14,-0.08,0.53,0.59,0.13,0.44,-0.03,-0.49,0.62,0.98,0.0,
61,JavadocTagContinuationIndentation,323.0,23631.0,1145.0,7936.0,33035.0,0.73,0.25,0.04,0.22,-0.12,0.04,0.05,0.03,0.73,-0.0,-0.03,0.81,0.26,0.0,,55,13363,97,9013,22528,0.6,0.4,0.01,0.36,-0.1,0.01,0.01,0.01,0.6,-0.0,-0.0,0.97,0.06,0.0,,34717.67019831896,-2100.1131620061933,False,0.10453554383611106,0.08999999999999997,1084,109,1518,135995,1927,121440,260880,0.53,0.47,0.01,0.44,-0.07,0.01,0.01,0.01,0.53,-0.0,-0.0,1.0,0.1,0.0,,37,154.0,11888.0,357.0,4135.0,16534.0,0.73,0.26,0.03,0.3,0.16,0.04,0.03,0.03,0.73,0.0,-0.02,0.83,0.2,0.0,,97,16.0,5666.0,40.0,2714.0,8436.0,0.67,0.32,0.01,0.29,-0.12,0.01,0.01,0.01,0.67,-0.0,-0.0,0.91,0.06,0.0,,33,153.0,6077.0,748.0,1087.0,8065.0,0.77,0.15,0.11,0.17,0.1,0.12,0.11,0.08,0.77,0.0,-0.09,0.62,0.51,0.0,
62,UnusedImports,408.0,23334.0,1442.0,7851.0,33035.0,0.72,0.25,0.06,0.22,-0.12,0.05,0.06,0.04,0.72,-0.0,-0.04,0.81,0.31,0.0,,382,13051,409,8686,22528,0.6,0.4,0.04,0.48,0.2,0.04,0.03,0.04,0.59,0.01,-0.0,0.97,0.22,0.0,,34344.10847977413,-2473.674880551029,False,0.0437034145250192,0.42,1002,732,1473,135756,2166,121485,260880,0.53,0.47,0.01,0.4,-0.14,0.01,0.02,0.01,0.53,-0.0,-0.01,1.0,0.11,0.0,,108,224.0,11551.0,694.0,4065.0,16534.0,0.71,0.26,0.06,0.24,-0.06,0.05,0.06,0.04,0.71,-0.0,-0.04,0.83,0.31,0.0,,63,93.0,5538.0,168.0,2637.0,8436.0,0.67,0.32,0.03,0.36,0.1,0.03,0.03,0.03,0.67,0.0,-0.01,0.91,0.2,0.0,,107,91.0,6245.0,580.0,1149.0,8065.0,0.79,0.15,0.08,0.14,-0.12,0.07,0.08,0.05,0.79,-0.0,-0.07,0.62,0.41,0.0,
63,UnnecessaryParentheses,954.0,21418.0,3358.0,7305.0,33035.0,0.68,0.25,0.13,0.22,-0.12,0.12,0.14,0.08,0.68,-0.01,-0.1,0.81,0.56,0.0,,159,13159,301,8909,22528,0.59,0.4,0.02,0.35,-0.14,0.02,0.02,0.02,0.59,-0.0,-0.01,0.97,0.14,0.0,,34254.134213940335,-2563.6491463848292,False,0.4866900768947269,0.07999999999999996,3148,270,6506,125813,12109,116452,260880,0.51,0.47,0.07,0.35,-0.26,0.05,0.09,0.05,0.52,-0.03,-0.04,1.0,0.37,0.0,,38,462.0,11176.0,1069.0,3827.0,16534.0,0.7,0.26,0.09,0.3,0.16,0.11,0.09,0.09,0.7,0.01,-0.05,0.83,0.45,0.0,,14,89.0,5652.0,54.0,2641.0,8436.0,0.68,0.32,0.02,0.62,0.92,0.03,0.01,0.03,0.67,0.02,0.01,0.91,0.12,0.0,,68,403.0,4590.0,2235.0,837.0,8065.0,0.62,0.15,0.33,0.15,-0.01,0.32,0.33,0.12,0.62,-0.0,-0.27,0.62,0.91,0.0,
64,ParameterName,167.0,24184.0,592.0,8092.0,33035.0,0.74,0.25,0.02,0.22,-0.12,0.02,0.02,0.02,0.74,-0.0,-0.02,0.81,0.16,0.0,,22,13417,43,9046,22528,0.6,0.4,0.0,0.34,-0.16,0.0,0.0,0.0,0.6,-0.0,-0.0,0.97,0.03,0.0,,36572.59175017673,-245.19161014842396,False,0.06754506019889564,0.06999999999999995,602,43,2975,134700,3222,119983,260880,0.53,0.47,0.02,0.48,0.02,0.02,0.02,0.02,0.53,0.0,-0.0,1.0,0.16,0.0,,39,70.0,12082.0,163.0,4219.0,16534.0,0.73,0.26,0.01,0.3,0.16,0.02,0.01,0.02,0.73,0.0,-0.01,0.83,0.11,0.0,,53,15.0,5682.0,24.0,2715.0,8436.0,0.68,0.32,0.0,0.38,0.19,0.01,0.0,0.01,0.67,0.0,-0.0,0.91,0.04,0.0,,32,82.0,6420.0,405.0,1158.0,8065.0,0.81,0.15,0.06,0.17,0.1,0.07,0.06,0.05,0.8,0.0,-0.05,0.62,0.33,0.0,
65,InterfaceMemberImpliedModifier,674.0,22343.0,2433.0,7585.0,33035.0,0.7,0.25,0.09,0.22,-0.13,0.08,0.1,0.06,0.7,-0.01,-0.07,0.81,0.45,0.0,,99,13387,73,8969,22528,0.6,0.4,0.01,0.58,0.43,0.01,0.01,0.01,0.6,0.0,0.0,0.97,0.06,0.0,,35889.145671364895,-928.6376889602617,False,0.3380423122842905,0.040000000000000036,2167,84,3489,133958,3964,119469,260880,0.53,0.47,0.03,0.47,-0.01,0.03,0.03,0.03,0.53,-0.0,-0.0,1.0,0.19,0.0,,106,259.0,11453.0,792.0,4030.0,16534.0,0.71,0.26,0.06,0.25,-0.05,0.06,0.06,0.05,0.71,-0.0,-0.04,0.83,0.34,0.0,,103,310.0,4783.0,923.0,2420.0,8436.0,0.6,0.32,0.15,0.25,-0.22,0.11,0.16,0.08,0.62,-0.03,-0.11,0.91,0.6,0.0,,120,105.0,6107.0,718.0,1135.0,8065.0,0.77,0.15,0.1,0.13,-0.17,0.08,0.11,0.05,0.78,-0.01,-0.09,0.62,0.48,0.0,
66,MethodParamPad,149.0,24230.0,546.0,8110.0,33035.0,0.74,0.25,0.02,0.21,-0.14,0.02,0.02,0.02,0.74,-0.0,-0.02,0.81,0.15,0.0,,33,13395,65,9035,22528,0.6,0.4,0.0,0.34,-0.16,0.0,0.0,0.0,0.6,-0.0,-0.0,0.97,0.04,0.0,,34100.78057605625,-2717.002784268901,False,0.0607111750515648,0.14,517,82,2654,134936,2986,120304,260880,0.53,0.47,0.02,0.47,-0.0,0.02,0.02,0.02,0.53,-0.0,-0.0,1.0,0.15,0.0,,99,61.0,12062.0,183.0,4228.0,16534.0,0.73,0.26,0.01,0.25,-0.04,0.01,0.01,0.01,0.73,-0.0,-0.01,0.83,0.11,0.0,,23,20.0,5687.0,19.0,2710.0,8436.0,0.68,0.32,0.0,0.51,0.58,0.01,0.0,0.01,0.67,0.0,0.0,0.91,0.04,0.0,,37,68.0,6481.0,344.0,1172.0,8065.0,0.81,0.15,0.05,0.17,0.07,0.05,0.05,0.04,0.81,0.0,-0.04,0.62,0.29,0.0,
67,GenericWhitespace,57.0,24569.0,207.0,8202.0,33035.0,0.75,0.25,0.01,0.22,-0.14,0.01,0.01,0.01,0.75,-0.0,-0.01,0.81,0.07,0.0,,43,13414,46,9025,22528,0.6,0.4,0.0,0.48,0.2,0.0,0.0,0.0,0.6,0.0,-0.0,0.97,0.04,0.0,,37634.332102682376,816.5487423572196,False,0.02156877204991316,0.25,219,73,389,136991,931,122569,260880,0.53,0.47,0.01,0.29,-0.37,0.0,0.01,0.0,0.53,-0.0,-0.0,1.0,0.05,0.0,,19,33.0,12178.0,67.0,4256.0,16534.0,0.74,0.26,0.01,0.33,0.27,0.01,0.01,0.01,0.74,0.0,-0.0,0.83,0.05,0.0,,95,6.0,5691.0,15.0,2724.0,8436.0,0.68,0.32,0.0,0.29,-0.12,0.0,0.0,0.0,0.68,-0.0,-0.0,0.91,0.03,0.0,,123,18.0,6700.0,125.0,1222.0,8065.0,0.83,0.15,0.02,0.13,-0.18,0.01,0.02,0.01,0.83,-0.0,-0.02,0.62,0.13,0.0,
68,JavadocMethod,1877.0,17917.0,6859.0,6382.0,33035.0,0.6,0.25,0.26,0.21,-0.14,0.23,0.28,0.12,0.62,-0.03,-0.2,0.81,0.83,0.0,,407,12964,496,8661,22528,0.59,0.4,0.04,0.45,0.12,0.04,0.04,0.04,0.59,0.01,-0.01,0.97,0.24,0.0,,34346.84937084426,-2470.9339894808945,False,0.7748704892363613,0.040000000000000036,7318,284,11756,122905,15017,111202,260880,0.52,0.47,0.1,0.44,-0.07,0.1,0.11,0.09,0.52,-0.01,-0.02,1.0,0.48,0.0,,59,1023.0,9499.0,2746.0,3266.0,16534.0,0.64,0.26,0.23,0.27,0.05,0.24,0.22,0.15,0.63,0.01,-0.14,0.83,0.77,0.0,,66,164.0,5388.0,318.0,2566.0,8436.0,0.66,0.32,0.06,0.34,0.05,0.06,0.06,0.05,0.66,0.0,-0.03,0.91,0.32,0.0,,61,690.0,3030.0,3795.0,550.0,8065.0,0.46,0.15,0.56,0.15,0.0,0.56,0.56,0.14,0.46,0.0,-0.45,0.62,0.99,0.0,
69,NoClone,39.0,24631.0,145.0,8220.0,33035.0,0.75,0.25,0.01,0.21,-0.15,0.0,0.01,0.0,0.75,-0.0,-0.0,0.81,0.05,0.0,,5,13451,9,9063,22528,0.6,0.4,0.0,0.36,-0.11,0.0,0.0,0.0,0.6,-0.0,-0.0,0.97,0.01,0.0,,34318.47015026938,-2499.3132100557777,False,0.7677465470874713,0.06999999999999995,156,11,1315,136270,1652,121643,260880,0.53,0.47,0.01,0.44,-0.06,0.01,0.01,0.01,0.53,-0.0,-0.0,1.0,0.09,0.0,,23,21.0,12200.0,45.0,4268.0,16534.0,0.74,0.26,0.0,0.32,0.23,0.0,0.0,0.0,0.74,0.0,-0.0,0.83,0.04,0.0,,17,3.0,5704.0,2.0,2727.0,8436.0,0.68,0.32,0.0,0.6,0.85,0.0,0.0,0.0,0.68,0.0,0.0,0.91,0.01,0.0,,114,15.0,6727.0,98.0,1225.0,8065.0,0.84,0.15,0.01,0.13,-0.14,0.01,0.01,0.01,0.84,-0.0,-0.01,0.62,0.11,0.0,
70,DeclarationOrder,1883.0,17809.0,6967.0,6376.0,33035.0,0.6,0.25,0.27,0.21,-0.15,0.23,0.28,0.12,0.62,-0.03,-0.21,0.81,0.84,0.0,,389,12844,616,8679,22528,0.59,0.4,0.04,0.39,-0.04,0.04,0.05,0.04,0.59,-0.0,-0.02,0.97,0.26,0.0,,33863.359277871496,-2954.4240824536537,False,0.6361143678486,0.06000000000000005,6912,469,21120,109263,28659,101838,260880,0.5,0.47,0.19,0.42,-0.1,0.17,0.21,0.14,0.52,-0.03,-0.05,1.0,0.7,0.0,,66,1020.0,9450.0,2795.0,3269.0,16534.0,0.63,0.26,0.23,0.27,0.03,0.24,0.23,0.14,0.63,0.01,-0.14,0.83,0.78,0.0,,48,233.0,5358.0,348.0,2497.0,8436.0,0.66,0.32,0.07,0.4,0.24,0.09,0.06,0.08,0.65,0.02,-0.02,0.91,0.36,0.0,,97,630.0,3001.0,3824.0,610.0,8065.0,0.45,0.15,0.55,0.14,-0.08,0.51,0.56,0.12,0.46,-0.03,-0.47,0.62,0.99,0.0,
